Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10
00700,Tencent,"Tencent, China Rapid Finance team up on new online consumer investment products",Tencent teams with Thai start-up Ookbee to launch content platform,"Tencent begins in-app feature for 800 million users, extending WeChat&#039;s usefulness","Tencent, NetEase eye global breakthroughs in mobile gaming",Mobike gets US$215 million in series D funding,Taking electronic lai see to the next level,Mainland mobile social media networks at the forefront of the ‘all-in-one’ app revolution,Lunar New Year lai see tradition goes digital in a big way,Hong Kong’s main stock index closes Year of the Monkey up 21pc,Popularity of digital lai see surges in time for Lunar New Year
