Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10
00700,Tencent,Tencent shares reach all-time high on strong second-quarter outlook,"Tencent’s hit video game Honour of Kings spurs black market for virtual mercenaries, ghost players",Huayi-Tencent entertainment venture posts wider interim loss,Tencent joins the fray with Baidu in providing artificial intelligence applications for self-driving cars,Chinese developers pile in for the Next Big Thing in tech: voice-activated smart speakers,Hong Kong stocks edge lower despite Tencent post-earnings rally,Tencent’s Q2 profit jumps 70 per cent as more gamers play on smartphones than computers,Hong Kong stocks close up Wednesday led by Tencent and Chinese banks,Foursquare pioneered the trend of ‘checking-in’ to a place — now it sells your data to companies,"China’s new cybersecurity law lacks detail, says Tencent VP"
